Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Outage Duration,Outage Hour,Area Affected,NERC Region,Alert Criteria,Event Type,Event Category,Demand Loss (MW),Number of Customers Affected,,
04/26/2022,0.370833333,04/26/2022,8:55:00 AM,0,3,California: Sacramento County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
04/27/2022,0.375,04/27/2022,9:01:00 AM,1/0/1900,12:00:00 AM,Ohio: Muskingum County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,Unknown,Unknown,,
04/28/2022,0.330555556,04/28/2022,8:48:00 AM,1,3,North Carolina: South Carolina:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",System Operations,Equipment Failure,74,Unknown,,
04/28/2022,0.65625,Unknown,Unknown,#VALUE!,#VALUE!,New Mexico: San Juan County;,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
04/29/2022,0.295138889,04/29/2022,7:06:00 AM,1/0/1900,12:00:00 AM,California:,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
05/02/2022,0.6,05/02/2022,2:25:00 PM,1/0/1900,12:00:00 AM,California:,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,Unknown,0,,
05/03/2022,0.279166667,05/03/2022,1:59:00 PM,1/7/1900,+6,New Hampshire: Carroll County;,NPCC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
05/03/2022,0.011805556,05/04/2022,12:00:00 PM,2/29/1900,+6,Louisiana:,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,Human Attack,0,0,,
05/04/2022,0.588194444,05/05/2022,1:57:00 AM,35,+6,Michigan: Wayne County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,Unknown,0,,
05/05/2022,0.545833333,05/05/2022,2:06:00 PM,1,3,Arkansas:,SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,Unknown,0,,
05/06/2022,0.126388889,05/06/2022,3:34:00 AM,1/0/1900,12:00:00 AM,Michigan: Jackson County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Fuel Supply Deficiency,Fuel Deficiency,0,0,,
05/09/2022,0.684027778,05/09/2022,5:10:00 PM,1/1/1900,12:00:00 AM,Texas: Haskell County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
05/09/2022,0.684027778,05/09/2022,5:10:00 PM,1,3,Texas: Haskell County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
05/11/2022,0.75,05/11/2022,10:42:00 PM,1/4/1900,12:00:00 AM,Minnesota:,MRO,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,105000,,
05/11/2022,0.416666667,05/11/2022,10:01:00 AM,1/0/1900,12:00:00 AM,Iowa: Clinton County;,MRO,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
05/12/2022,0.701388889,05/13/2022,2:48:00 AM,2/3/1900,+6,South Dakota: Davison County;,MRO,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,Unknown,Unknown,,
05/12/2022,0.623611111,05/12/2022,2:59:00 PM,1/0/1900,12:00:00 AM,Mississippi: Harrison County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,Human Attack,0,0,,
05/12/2022,0.623611111,05/12/2022,2:59:00 PM,1/0/1900,12:00:00 AM,Mississippi: Lamar County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack/Vandalism,Human Attack,0,0,,
05/12/2022,0.041666667,05/12/2022,1:10:00 AM,1/0/1900,12:00:00 AM,Texas: Frio County;,TRE,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
05/12/2022,0.447222222,05/12/2022,1:34:00 PM,1/3/1900,12:00:00 AM,"Missouri: Barry County, Dade County, Lawrence County;",SERC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,800,0,,
05/14/2022,0.628472222,05/14/2022,4:30:00 PM,1/1/1900,12:00:00 AM,Texas:,TRE,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
05/15/2022,0.979166667,05/17/2022,11:45:00 PM,3/12/1900,+6,"Texas: Collin County, Dallas County, Denton County, Ellis County, Grayson County, Henderson County, Hunt County, Kaufman County, Navarro County, Rockwall County, Smith County, Tarrant County, Van Zandt County;",TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,150000,,
05/15/2022,0.875,05/15/2022,9:10:00 PM,0,3,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
05/15/2022,0.875,05/15/2022,9:10:00 PM,1/0/1900,12:00:00 AM,Pennsylvania: Montgomery County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
05/16/2022,0.208333333,05/16/2022,5:01:00 AM,1/0/1900,12:00:00 AM,"California: Solano County, Santa Clara County;",WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
05/16/2022,0.66875,05/16/2022,7:32:00 PM,1/3/1900,12:00:00 AM,Arizona: Pima County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
05/17/2022,0.506944444,Unknown,Unknown,#VALUE!,#VALUE!,New Mexico: Roosevelt County;,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,25,Unknown,,
05/18/2022,0.708333333,05/31/2022,12:00:00 PM,11/26/1900,+6,New Mexico: San Juan County;,WECC,Fuel supply emergencies that could impact electric power system adequacy or reliability,Fuel Supply Deficiency,Fuel Deficiency,560,0,,
05/18/2022,0.458333333,05/18/2022,4:34:00 PM,1/5/1900,12:00:00 AM,Idaho: Madison County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
05/18/2022,0.645833333,05/18/2022,4:30:00 PM,1/1/1900,12:00:00 AM,Pennsylvania: Philadelphia County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
05/20/2022,0.726388889,05/20/2022,5:33:00 PM,1/0/1900,12:00:00 AM,New York:,NPCC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
05/20/2022,0.366666667,Unknown,Unknown,#VALUE!,#VALUE!,"New York: Broome County, Monroe County;",NPCC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
05/21/2022,0.911805556,05/22/2022,12:28:00 AM,27,+6,Missouri: Jackson County;,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,Human Attack,0,0,,
05/22/2022,0.104166667,05/22/2022,6:52:00 PM,1/16/1900,+6,Texas: Harris County;,TRE,"Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather,Natural Disaster,Unknown,52172,,
05/22/2022,0.944444444,05/22/2022,11:16:00 PM,1/1/1900,12:00:00 AM,Maine:,NPCC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
05/25/2022,0.279166667,05/25/2022,6:43:00 AM,1/0/1900,12:00:00 AM,California: Siskiyou County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Actual Physical Attack,Human Attack,0,0,,
05/27/2022,0.330555556,05/27/2022,8:38:00 AM,1/1/1900,12:00:00 AM,Arizona: California: Nevada: New Mexico:,WECC,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
05/27/2022,0.221527778,05/27/2022,6:00:00 AM,1/1/1900,12:00:00 AM,Ohio: Cuyahoga County;,RF,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Suspicious Activity,Suspicious Activity,0,0,,
05/29/2022,0.695138889,05/31/2022,11:29:00 AM,3/7/1900,+6,Pennsylvania: York County;,RF,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,Equipment Failure,0,0,,
05/29/2022,0.054166667,05/29/2022,1:50:00 AM,1/0/1900,12:00:00 AM,Pennsylvania: Montgomery County;,RF,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
05/30/2022,0.590277778,05/31/2022,5:58:00 AM,2/8/1900,+6,California: San Diego County;,WECC,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,System Operations,Equipment Failure,0,0,,
05/31/2022,0.581944444,05/31/2022,1:59:00 PM,1/0/1900,12:00:00 AM,Texas: Travis County;,TRE,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
06/01/2022,0.449305556,06/01/2022,10:48:00 AM,1/0/1900,12:00:00 AM,Utah: California: Oregon: Umatilla County;,WECC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,Human Attack,0,0,,
06/02/2022,0.347222222,Unknown,Unknown,#VALUE!,#VALUE!,California: Imperial County;,WECC,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Vandalism,Human Attack,0,0,,
06/03/2022,0.158333333,06/03/2022,3:49:00 AM,1/0/1900,12:00:00 AM,Georgia: DeKalb County;,SERC,"Damage or destruction of a Facility within its Reliability Coordinator Area, Balancing Authority Area or Transmission Operator Area that results in action(s) to avoid a Bulk Electric System Emergency.",Vandalism,Human Attack,0,0,,
06/04/2022,0.540972222,06/05/2022,2:15:00 AM,2/7/1900,+6,Texas: Ector County;,TRE,"Total generation loss, within one minute of: greater than or equal to 2,000 Megawatts in the Eastern or Western Interconnection or greater than or equal to 1,400 Megawatts in the ERCOT Interconnection.",Generation Inadequacy,Generation Inadequacy,0,0,,
06/05/2022,0.638888889,06/05/2022,8:12:00 PM,1/5/1900,12:00:00 AM,California:,WECC,Firm load shedding of 100 Megawatts or more implemented under emergency operational polic,Generation Inadequacy,Generation Inadequacy,Unknown,Unknown,,
06/06/2022,0.43125,06/06/2022,10:24:00 AM,1/0/1900,12:00:00 AM,California: Shasta County;,WECC,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system,System Operations,Equipment Failure,13,4000,,
06/08/2022,0.041666667,06/08/2022,6:00:00 AM,1/5/1900,12:00:00 AM,"Missouri: Clay County, Jackson County; Kansas: Johnson County;",SERC/MRO," Loss of electric service to more than 50,000 customers for 1 hour or more",Severe Weather/Transmission Interruption,Natural Disaster,Unknown,91188,,
